1, 5.082914, 36.752655
1, 5.082898, 36.752664
1, 5.082871, 36.752683
1, 5.082831, 36.752722
1, 5.082775, 36.752779
1, 5.082704, 36.752850
1, 5.082624, 36.752937
1, 5.082531, 36.753039
1, 5.082424, 36.753155
1, 5.082317, 36.753291
1, 5.082241, 36.753457
1, 5.082165, 36.753639
1, 5.082077, 36.753836
1, 5.081965, 36.754015
1, 5.081755, 36.754140
1, 5.081510, 36.754214
1, 5.081265, 36.754291
1, 5.081089, 36.754437
1, 5.080921, 36.754599
1, 5.080748, 36.754762
1, 5.080573, 36.754916
1, 5.080373, 36.755038
1, 5.080175, 36.755174
1, 5.079983, 36.755310
1, 5.079768, 36.755415
1, 5.079514, 36.755403
1, 5.079361, 36.755241
1, 5.079265, 36.755053
1, 5.079167, 36.754862
1, 5.079054, 36.754673
1, 5.078858, 36.754541
1, 5.078628, 36.754440
1, 5.078401, 36.754339
1, 5.078160, 36.754254
1, 5.077919, 36.754184
1, 5.077668, 36.754126
1, 5.077421, 36.754078
1, 5.077172, 36.754028
1, 5.076925, 36.753984
1, 5.076678, 36.753929
1, 5.076426, 36.753874
1, 5.076172, 36.753816
1, 5.075928, 36.753767
1, 5.075671, 36.753717
1, 5.075418, 36.753664
1, 5.075171, 36.753608
1, 5.074918, 36.753547
1, 5.074668, 36.753489
1, 5.074420, 36.753431
1, 5.074177, 36.753373
1, 5.073929, 36.753310
1, 5.073682, 36.753246
1, 5.073434, 36.753182
1, 5.073193, 36.753120
1, 5.072944, 36.753056
1, 5.072697, 36.752990
1, 5.072455, 36.752925
1, 5.072206, 36.752858
1, 5.071962, 36.752791
1, 5.071712, 36.752724
1, 5.071460, 36.752656
1, 5.071210, 36.752587
1, 5.070965, 36.752520
1, 5.070721, 36.752451
1, 5.070474, 36.752383
1, 5.070227, 36.752317
1, 5.069978, 36.752251
1, 5.069731, 36.752188
1, 5.069488, 36.752126
1, 5.069239, 36.752063
1, 5.068990, 36.752000
1, 5.068736, 36.751935
1, 5.068483, 36.751875
1, 5.068240, 36.751822
1, 5.067996, 36.751769
1, 5.067749, 36.751715
1, 5.067492, 36.751659
1, 5.067246, 36.751606
1, 5.066997, 36.751551
1, 5.066742, 36.751496
1, 5.066492, 36.751445
1, 5.066232, 36.751403
1, 5.065979, 36.751356
1, 5.065732, 36.751305
1, 5.065480, 36.751276
1, 5.065220, 36.751270
1, 5.064994, 36.751273
1, 5.064817, 36.751279
1, 5.064681, 36.751284
1, 5.064593, 36.751283
1, 5.064502, 36.751282
1, 5.064423, 36.751311
1, 5.064316, 36.751309
1, 5.064182, 36.751314
1, 5.064021, 36.751330
1, 5.063843, 36.751344
1, 5.063648, 36.751354
1, 5.063434, 36.751362
1, 5.063193, 36.751366
1, 5.062941, 36.751371
1, 5.062678, 36.751374
1, 5.062419, 36.751378
1, 5.062165, 36.751380
1, 5.061910, 36.751378
1, 5.061652, 36.751376
1, 5.061395, 36.751374
1, 5.061132, 36.751372
1, 5.060872, 36.751370
1, 5.060621, 36.751369
1, 5.060357, 36.751367
1, 5.060104, 36.751365
1, 5.059849, 36.751363
1, 5.059595, 36.751361
1, 5.059334, 36.751359
1, 5.059075, 36.751357
1, 5.058822, 36.751356
1, 5.058563, 36.751355
1, 5.058305, 36.751354
1, 5.058044, 36.751353
1, 5.057790, 36.751372
1, 5.057540, 36.751401
1, 5.057282, 36.751437
1, 5.057030, 36.751467
1, 5.056773, 36.751484
1, 5.056544, 36.751533
1, 5.056291, 36.751558
1, 5.056045, 36.751585
1, 5.055843, 36.751614
1, 5.055634, 36.751591
1, 5.055427, 36.751573
1, 5.055271, 36.751554
1, 5.055165, 36.751541
1, 5.055106, 36.751544
1, 5.055028, 36.751555
1, 5.054927, 36.751546
1, 5.054809, 36.751519
1, 5.054683, 36.751487
1, 5.054560, 36.751455
1, 5.054446, 36.751425
1, 5.054325, 36.751390
1, 5.054210, 36.751337
1, 5.054102, 36.751287
1, 5.053991, 36.751237
1, 5.053884, 36.751193
1, 5.053769, 36.751146
1, 5.053661, 36.751103
1, 5.053541, 36.751067
1, 5.053420, 36.751044
1, 5.053301, 36.751034
1, 5.053173, 36.751027
1, 5.053045, 36.751020
1, 5.052922, 36.751014
1, 5.052796, 36.751006
1, 5.052673, 36.750999
1, 5.052548, 36.750992
1, 5.052417, 36.750984
1, 5.052287, 36.750979
1, 5.052162, 36.750975
1, 5.052035, 36.750991
1, 5.051917, 36.751030
1, 5.051803, 36.751076
1, 5.051686, 36.751123
1, 5.051570, 36.751170
1, 5.051454, 36.751218
1, 5.051348, 36.751264
1, 5.051242, 36.751314
1, 5.051129, 36.751367
1, 5.051016, 36.751417
1, 5.050899, 36.751467
1, 5.050790, 36.751510
1, 5.050670, 36.751554
1, 5.050547, 36.751577
1, 5.050420, 36.751572
1, 5.050300, 36.751555
1, 5.050172, 36.751529
1, 5.050055, 36.751498
1, 5.049936, 36.751466
1, 5.049815, 36.751429
1, 5.049697, 36.751392
1, 5.049580, 36.751356
1, 5.049456, 36.751318
1, 5.049338, 36.751298
1, 5.049216, 36.751279
1, 5.049084, 36.751265
1, 5.048962, 36.751254
1, 5.048830, 36.751243
1, 5.048701, 36.751231
1, 5.048580, 36.751230
1, 5.048453, 36.751232
1, 5.048323, 36.751234
1, 5.048193, 36.751237
1, 5.048062, 36.751242
1, 5.047910, 36.751253
1, 5.047739, 36.751268
1, 5.047553, 36.751284
1, 5.047352, 36.751301
1, 5.047142, 36.751318
1, 5.046932, 36.751323
1, 5.046722, 36.751320
1, 5.046522, 36.751302
1, 5.046324, 36.751286
1, 5.046125, 36.751261
1, 5.045924, 36.751228
1, 5.045727, 36.751196
1, 5.045531, 36.751163
1, 5.045328, 36.751128
1, 5.045121, 36.751091
1, 5.044921, 36.751057
1, 5.044725, 36.751023
1, 5.044519, 36.750988
1, 5.044323, 36.750956
1, 5.044122, 36.750929
1, 5.043927, 36.750901
1, 5.043727, 36.750918
1, 5.043517, 36.750933
1, 5.043306, 36.750943
1, 5.043094, 36.750942
1, 5.042883, 36.750941
1, 5.042681, 36.750939
1, 5.042475, 36.750935
1, 5.042275, 36.750933
1, 5.042075, 36.750937
1, 5.041875, 36.750940
1, 5.041670, 36.750944
1, 5.041478, 36.750972
1, 5.041291, 36.751028
1, 5.041104, 36.751102
1, 5.040918, 36.751176
1, 5.040732, 36.751251
1, 5.040550, 36.751325
1, 5.040364, 36.751402
1, 5.040180, 36.751477
1, 5.039995, 36.751554
1, 5.039818, 36.751627
1, 5.039643, 36.751718
1, 5.039472, 36.751812
1, 5.039304, 36.751908
1, 5.039146, 36.752007
1, 5.038976, 36.752110
1, 5.038813, 36.752201
1, 5.038645, 36.752290
1, 5.038466, 36.752378
1, 5.038290, 36.752456
1, 5.038102, 36.752528
1, 5.037904, 36.752564
1, 5.037701, 36.752585
1, 5.037492, 36.752606
1, 5.037292, 36.752639
1, 5.037093, 36.752690
1, 5.036902, 36.752760
1, 5.036722, 36.752838
1, 5.036562, 36.752936
1, 5.036410, 36.753042
1, 5.036258, 36.753153
1, 5.036110, 36.753270
1, 5.035969, 36.753382
1, 5.037264, 36.752646
1, 5.037236, 36.752652
1, 5.037187, 36.752664
1, 5.037118, 36.752681
1, 5.037032, 36.752712
1, 5.036921, 36.752753
1, 5.036790, 36.752806
1, 5.036654, 36.752876
1, 5.036509, 36.752970
1, 5.036359, 36.753080
1, 5.036210, 36.753191
1, 5.036074, 36.753299
1, 5.035970, 36.753380
1, 5.035902, 36.753433
1, 5.035870, 36.753457
1, 5.035841, 36.753459
1, 5.035845, 36.753436
1, 5.035887, 36.753405
1, 5.035946, 36.753359
1, 5.036025, 36.753297
1, 5.036114, 36.753226
1, 5.036221, 36.753142
1, 5.036348, 36.753048
1, 5.036489, 36.752946
1, 5.036649, 36.752843
1, 5.036821, 36.752759
1, 5.037004, 36.752691
1, 5.037200, 36.752631
1, 5.037396, 36.752588
1, 5.037595, 36.752566
1, 5.037792, 36.752547
1, 5.038000, 36.752518
1, 5.038195, 36.752461
1, 5.038381, 36.752384
1, 5.038563, 36.752299
1, 5.038735, 36.752207
1, 5.038900, 36.752118
1, 5.039068, 36.752020
1, 5.039225, 36.751921
1, 5.039393, 36.751821
1, 5.039568, 36.751724
1, 5.039740, 36.751629
1, 5.039927, 36.751550
1, 5.040109, 36.751475
1, 5.040292, 36.751399
1, 5.040480, 36.751321
1, 5.040660, 36.751248
1, 5.040838, 36.751176
1, 5.041024, 36.751102
1, 5.041206, 36.751030
1, 5.041395, 36.750964
1, 5.041593, 36.750911
1, 5.041796, 36.750913
1, 5.042008, 36.750909
1, 5.042220, 36.750905
1, 5.042425, 36.750905
1, 5.042631, 36.750909
1, 5.042836, 36.750912
1, 5.043048, 36.750913
1, 5.043257, 36.750915
1, 5.043431, 36.750908
1, 5.043568, 36.750901
1, 5.043655, 36.750896
1, 5.043764, 36.750880
1, 5.043888, 36.750854
1, 5.044034, 36.750861
1, 5.044196, 36.750886
1, 5.044374, 36.750910
1, 5.044566, 36.750945
1, 5.044773, 36.750980
1, 5.044971, 36.751012
1, 5.045169, 36.751043
1, 5.045375, 36.751076
1, 5.045582, 36.751109
1, 5.045779, 36.751140
1, 5.045976, 36.751171
1, 5.046180, 36.751204
1, 5.046380, 36.751226
1, 5.046590, 36.751248
1, 5.046792, 36.751266
1, 5.047002, 36.751266
1, 5.047212, 36.751259
1, 5.047424, 36.751252
1, 5.047627, 36.751221
1, 5.047823, 36.751189
1, 5.047986, 36.751171
1, 5.048146, 36.751160
1, 5.048278, 36.751158
1, 5.048407, 36.751158
1, 5.048535, 36.751156
1, 5.048655, 36.751155
1, 5.048781, 36.751159
1, 5.048901, 36.751173
1, 5.049019, 36.751182
1, 5.049149, 36.751194
1, 5.049266, 36.751211
1, 5.049386, 36.751233
1, 5.049513, 36.751261
1, 5.049635, 36.751294
1, 5.049750, 36.751331
1, 5.049873, 36.751371
1, 5.049991, 36.751408
1, 5.050114, 36.751440
1, 5.050234, 36.751472
1, 5.050352, 36.751495
1, 5.050474, 36.751505
1, 5.050601, 36.751509
1, 5.050719, 36.751463
1, 5.050825, 36.751419
1, 5.050931, 36.751372
1, 5.051046, 36.751321
1, 5.051161, 36.751271
1, 5.051268, 36.751224
1, 5.051381, 36.751176
1, 5.051496, 36.751128
1, 5.051610, 36.751082
1, 5.051728, 36.751034
1, 5.051838, 36.750990
1, 5.051957, 36.750943
1, 5.052077, 36.750919
1, 5.052201, 36.750915
1, 5.052333, 36.750923
1, 5.052463, 36.750931
1, 5.052590, 36.750938
1, 5.052722, 36.750943
1, 5.052848, 36.750947
1, 5.052977, 36.750951
1, 5.053098, 36.750955
1, 5.053219, 36.750959
1, 5.053340, 36.750969
1, 5.053459, 36.750981
1, 5.053580, 36.751007
1, 5.053695, 36.751041
1, 5.053802, 36.751083
1, 5.053915, 36.751130
1, 5.054025, 36.751176
1, 5.054133, 36.751221
1, 5.054244, 36.751269
1, 5.054356, 36.751312
1, 5.054470, 36.751351
1, 5.054588, 36.751373
1, 5.054713, 36.751401
1, 5.054834, 36.751429
1, 5.054956, 36.751453
1, 5.055080, 36.751473
1, 5.055208, 36.751489
1, 5.055324, 36.751502
1, 5.055401, 36.751511
1, 5.055449, 36.751516
1, 5.055494, 36.751505
1, 5.055542, 36.751453
